Code,FWSurvival,DeerYear,Sex,BirthWt,MumCode,MotherStatus,MumAge
BAR81,1,1981,2,7.28,UPR71,Milk,10
BAR82,1,1982,2,7.88,UPR71,Milk,11
BAR83,1,1983,1,6.34,UPR71,Milk,12
BAR84,1,1984,1,6.54,UPR71,Milk,13
BAR85,0,1985,2,7.32,UPR71,Milk,14
WHE77,1,1977,1,1.94,UPR74,Naive,3
WHE79,1,1979,2,5.34,UPR74,True yeld,5
WHE83,0,1983,1,6.02,UPR74,Winter yeld,9
WHE84,1,1984,1,5.54,UPR74,Winter yeld,10
WHE86,1,1986,1,4.94,UPR74,True yeld,12
WHE88,0,1988,1,3.78,UPR74,True yeld,14
UPR72,1,1972,2,7.47,UPRHI,Milk,10
UPR74,1,1974,1,6.28,UPRHI,Milk,12
UPR75,1,1975,2,5.54,UPRHI,Milk,13
UPR76,1,1976,2,7.18,UPRHI,Milk,14
UPR78,1,1978,2,7.23,UPRHI,True yeld,16
CUR78,1,1978,1,6.94,UPT74,Naive,4
CUR81,1,1981,2,10.56,UPT74,Summer yeld,7
CUR83,1,1983,1,7.48,UPT74,True yeld,9
CUR84,1,1984,2,10.92,UPT74,Milk,10
CUR85,1,1985,2,7.08,UPT74,Milk,11
IBI84,1,1984,1,5.62,UPT77,Milk,7
AVO81,0,1981,1,6.73,UPT78,Naive,3
AVO83,1,1983,2,5.84,UPT78,Milk,5
AVO84,1,1984,2,8.5,UPT78,Milk,6
AVO86,0,1986,2,7.16,UPT78,Milk,8
AVO88,0,1988,1,5.26,UPT78,Milk,10
AVO90,1,1990,1,5.42,UPT78,Milk,12
AVO92,0,1992,2,5.14,UPT78,Winter yeld,14
FLA85,1,1985,1,7.28,UPT79,Summer yeld,6
FLA90,1,1990,2,6.34,UPT79,True yeld,11
FLA91,1,1991,2,6.87,UPT79,Milk,12
FLA93,1,1993,2,6.42,UPT79,True yeld,14
TRK87,1,1987,1,9.48,UPT82,Summer yeld,5
TRK88,0,1988,2,7.7,UPT82,Milk,6
UPT71,1,1971,2,8.38,UPTUR,Milk,4
UPT75,0,1975,2,6.62,UPTUR,Milk,8
UPT76,1,1976,2,6.76,UPTUR,Winter yeld,9
UPT82,1,1982,1,6.04,UPTUR,True yeld,15
VEL20,0,2020,2,6.75,URC15,Naive,5
VEL21,0,2021,2,7.01,URC15,Winter yeld,6
VEL22,0,2022,2,6.04,URC15,Winter yeld,7
AMC16,0,2016,2,6.7,USS12,Naive,4
AMC18,0,2018,1,5.84,USS12,True yeld,6
UHU21,0,2021,1,7.84,USS16,Naive,5
FID82,0,1982,1,6.11,VER78,Naive,4
FID83,0,1983,1,5.84,VER78,Winter yeld,5
FID84,1,1984,2,6.11,VER78,Winter yeld,6
FID85,0,1985,2,7.84,VER78,Milk,7
FID86,1,1986,1,5.28,VER78,Winter yeld,8
FID87,0,1987,2,6.94,VER78,Milk,9
FID88,0,1988,2,6.34,VER78,Winter yeld,10
FID89,0,1989,1,4.71,VER78,Winter yeld,11
FID90,0,1990,1,5.24,VER78,Winter yeld,12
INI83,0,1983,2,6.74,VER79,Naive,4
INI85,1,1985,2,6.92,VER79,True yeld,6
INI86,1,1986,1,7.48,VER79,Milk,7
INI87,1,1987,1,6.58,VER79,Milk,8
INI88,0,1988,1,6.44,VER79,Milk,9
INI90,0,1990,2,6.71,VER79,True yeld,11
INI91,0,1991,1,5.28,VER79,Winter yeld,12
INI92,0,1992,1,5.91,VER79,Winter yeld,13
VIP14,0,2014,2,6.23,VES06,True yeld,8
VIP16,1,2016,1,5.81,VES06,True yeld,10
VIP18,1,2018,2,4.44,VES06,True yeld,12
VIP22,0,2022,2,4.28,VES06,True yeld,16
BSG16,1,2016,2,8.14,VES10,Summer yeld,6
BSG18,1,2018,2,6.93,VES10,True yeld,8
VNG95,1,1995,2,7.16,VIN91,Naive,4
FDL93,1,1993,1,4.63,VIO89,Naive,4
FDL94,1,1994,1,5.02,VIO89,Milk,5
FDL96,1,1996,1,5.9,VIO89,True yeld,7
FDL99,1,1999,1,5.12,VIO89,True yeld,10
FDL00,1,2000,1,4.22,VIO89,Milk,11
FDL03,1,2003,1,6.55,VIO89,True yeld,14
CLL02,1,2002,1,5.75,VIO96,Summer yeld,6
CLL04,0,2004,2,6.25,VIO96,Summer yeld,8
CLL07,1,2007,2,7.01,VIO96,True yeld,11
PCO03,0,2003,1,7.11,VIO97,Naive,6
PCO04,0,2004,2,6.91,VIO97,Winter yeld,7
PCO06,1,2006,1,6.74,VIO97,True yeld,9
PCO08,0,2008,2,6.81,VIO97,Summer yeld,11
PCO11,0,2011,2,7.05,VIO97,True yeld,14
MAM18,0,2018,2,6.24,VIP11,True yeld,7
MAM20,0,2020,2,6.94,VIP11,True yeld,9
MAM22,0,2022,2,7.04,VIP11,Summer yeld,11
PPT11,0,2011,2,5.22,WAG06,Naive,5
PPT13,0,2013,2,5.14,WAG06,True yeld,7
PPT16,0,2016,2,6.1,WAG06,True yeld,10
PPT20,0,2020,1,,WAG06,Summer yeld,14
CHF07,1,2007,1,7.34,WAG95,True yeld,12
WRE00,1,2000,2,6,WAG96,Naive,4
WRE03,1,2003,2,8,WAG96,True yeld,7
WRE07,1,2007,1,6.78,WAG96,True yeld,11
WRE11,0,2011,1,4.58,WAG96,Summer yeld,15
PCN06,1,2006,2,4.65,WAL02,Naive,4
PCN07,0,2007,1,4.18,WAL02,Milk,5
PCN08,0,2008,2,5.73,WAL02,Winter yeld,6
PCN10,1,2010,1,4.78,WAL02,Summer yeld,8
PCN11,1,2011,1,5.34,WAL02,Milk,9
PCN12,1,2012,1,6.33,WAL02,Milk,10
PCN13,0,2013,2,6.54,WAL02,Milk,11
PCN15,1,2015,2,5.94,WAL02,Summer yeld,13
PCN16,0,2016,1,6.02,WAL02,Milk,14
PCN18,0,2018,1,4.78,WAL02,Summer yeld,16
CSH08,0,2008,2,4.96,WAL03,Summer yeld,5
CSH09,1,2009,2,5.44,WAL03,Winter yeld,6
CSH11,0,2011,1,4.76,WAL03,True yeld,8
CSH12,0,2012,2,3.57,WAL03,Winter yeld,9
CSH13,0,2013,2,5.18,WAL03,Winter yeld,10
CSH14,0,2014,1,3.68,WAL03,Winter yeld,11
CSH16,0,2016,2,5.15,WAL03,Summer yeld,13
MCD10,0,2010,1,4.24,WAL06,Naive,4
MCD13,1,2013,2,5.6,WAL06,Milk,7
MCD16,0,2016,2,5.43,WAL06,Milk,10
MCD17,0,2017,1,4.22,WAL06,Winter yeld,11
KKA16,1,2016,1,6.56,WAL11,Milk,5
KKA18,1,2018,2,5.18,WAL11,True yeld,7
KKA21,1,2021,2,5.94,WAL11,Milk,10
HRT15,1,2015,2,6.85,WAS10,Naive,5
HRT16,0,2016,2,7.74,WAS10,Milk,6
WAN83,1,1983,1,6.02,WAX80,Naive,3
WAN87,1,1987,2,7.72,WAX80,Milk,7
WAN90,1,1990,2,9.2,WAX80,Milk,10
WAN91,1,1991,2,5.44,WAX80,Milk,11
DUN87,0,1987,2,6.48,WHA83,Naive,4
DUN89,1,1989,2,6.32,WHA83,True yeld,6
DUN91,1,1991,1,8.14,WHA83,True yeld,8
DUN93,0,1993,1,8.02,WHA83,True yeld,10
DUN94,0,1994,1,6.41,WHA83,Winter yeld,11
CGH91,1,1991,2,6.21,WHA87,Naive,4
CGH93,0,1993,1,5.61,WHA87,True yeld,6
CGH94,1,1994,1,5.04,WHA87,Winter yeld,7
CGH95,1,1995,1,5.71,WHA87,Milk,8
CGH97,1,1997,2,6.84,WHA87,True yeld,10
CGH00,1,2000,1,7.54,WHA87,Summer yeld,13
STO94,0,1994,1,5.76,WHA89,Summer yeld,5
STO96,1,1996,1,8.78,WHA89,True yeld,7
STO98,1,1998,1,6.58,WHA89,Milk,9
STO99,1,1999,2,6.58,WHA89,Milk,10
STO01,0,2001,1,7.18,WHA89,True yeld,12
WEE87,1,1987,2,7.32,WHE77,True yeld,10
WEE89,0,1989,1,7.11,WHE77,True yeld,12
SEM90,1,1990,2,6.06,WHE84,True yeld,6
SEM91,0,1991,1,6.84,WHE84,Milk,7
SEM92,0,1992,2,7.32,WHE84,Winter yeld,8
SEM94,1,1994,2,7.42,WHE84,True yeld,10
SEM95,1,1995,1,6.62,WHE84,Milk,11
ZEP18,0,2018,2,9.2,WHF07,True yeld,11
CAN80,1,1980,1,8.02,WHI73,Summer yeld,7
CAN81,1,1981,2,6.62,WHI73,Milk,8
CAN82,1,1982,1,7.06,WHI73,Milk,9
CAN83,1,1983,1,5.12,WHI73,Milk,10
CAN87,1,1987,1,6.4,WHI73,Summer yeld,14
WAX80,1,1980,1,5.92,WHI76,Naive,4
WAX83,1,1983,2,7.16,WHI76,Summer yeld,7
WAX84,0,1984,2,6.86,WHI76,Milk,8
WHI72,1,1972,2,5.92,WHIGR,Naive,3
WHI76,1,1976,1,7.23,WHIGR,Summer yeld,7
WHI77,1,1977,2,5.58,WHIGR,Milk,8
WHI79,1,1979,2,4.82,WHIGR,True yeld,10
WHI82,0,1982,2,6.42,WHIGR,Summer yeld,13
BIL84,1,1984,1,5.95,WHO79,Naive,5
BIL85,1,1985,2,6.6,WHO79,Milk,6
WHF07,1,2007,1,6.51,WHZ02,Naive,5
WHF12,1,2012,2,7.38,WHZ02,True yeld,10
KAN16,1,2016,2,4.17,WIC13,Naive,3
KAN18,0,2018,2,6.04,WIC13,True yeld,5
KIC18,0,2018,2,5.28,WIC14,Naive,4
JOW93,1,1993,1,7.28,WID79,Summer yeld,14
TWX08,1,2008,1,6.14,WIS01,True yeld,7
SOP16,0,2016,1,4.23,WLK11,Summer yeld,5
SOP17,0,2017,1,4.64,WLK11,Winter yeld,6
SOP18,0,2018,2,5.11,WLK11,Winter yeld,7
ROB13,1,2013,2,5.98,WRE07,Summer yeld,6
ROB17,1,2017,2,6.73,WRE07,Summer yeld,10
FTH05,1,2005,2,8.04,WSD00,True yeld,5
FTH07,1,2007,2,8.16,WSD00,True yeld,7
FTH08,1,2008,1,7.48,WSD00,Milk,8
YEY80,1,1980,1,6.88,YEEYE,Naive,
MEE03,1,2003,1,6.58,YEW99,Naive,4
MEE05,1,2005,1,6.08,YEW99,True yeld,6
MEE06,1,2006,2,6.54,YEW99,Milk,7
MEE08,1,2008,2,6.28,YEW99,True yeld,9
MEE13,1,2013,2,5.33,YEW99,True yeld,14
MEL75,1,1975,1,6.84,YHO71,Naive,4
MEL76,1,1976,1,7.44,YHO71,Milk,5
MEL77,1,1977,1,6.02,YHO71,Milk,6
MEL79,1,1979,2,6.78,YHO71,True yeld,8
MEL83,1,1983,2,6.44,YHO71,Summer yeld,12
MEL84,1,1984,2,4.72,YHO71,Milk,13
MEL88,0,1988,1,3.94,YHO71,Summer yeld,17
MAC81,1,1981,2,8.72,YHO74,Winter yeld,7
BOO10,1,2010,2,6.02,YOG06,Naive,4
BOO12,0,2012,2,5.44,YOG06,True yeld,6
BOO13,0,2013,1,5.82,YOG06,Winter yeld,7
BOO15,1,2015,1,7.75,YOG06,Milk,9
BOO16,0,2016,1,5.81,YOG06,Milk,10
BOO17,0,2017,2,6.32,YOG06,Winter yeld,11
BOO18,0,2018,1,3.97,YOG06,Winter yeld,12
BOO20,0,2020,2,6.7,YOG06,Milk,14
BOO22,0,2022,1,4.84,YOG06,True yeld,16
YOG06,1,2006,1,6.05,YOS01,Naive,5
YOG08,1,2008,2,7.12,YOS01,True yeld,7
YOG09,1,2009,1,5.83,YOS01,Milk,8
YOG12,1,2012,2,8.68,YOS01,True yeld,11
DOR75,1,1975,2,7.84,YTA72,Naive,3
DOR77,1,1977,2,8.38,YTA72,Summer yeld,5
DOR78,1,1978,1,8.46,YTA72,Milk,6
DOR80,1,1980,2,8.58,YTA72,True yeld,8
DOR82,1,1982,1,7.54,YTA72,True yeld,10
THO78,1,1978,1,6.7,YTA74,Milk,4
THO80,1,1980,1,6.86,YTA74,True yeld,6
THO81,1,1981,1,8.58,YTA74,Milk,7
THO82,1,1982,1,8,YTA74,Milk,8
THO84,1,1984,1,7.08,YTA74,Milk,10
THO86,1,1986,1,7.64,YTA74,True yeld,12
THO87,1,1987,1,6.93,YTA74,Milk,13
THO89,0,1989,1,6.68,YTA74,True yeld,15
RAN79,0,1979,2,5.34,YTA75,Naive,4
YTA71,1,1971,2,8.38,YTAGG,Summer yeld,5
YTA76,1,1976,2,6.82,YTAGG,Milk,10
YTA77,1,1977,2,8.78,YTAGG,Milk,11
YTA80,0,1980,2,6.62,YTAGG,True yeld,14
BRZ17,1,2017,1,5.8,ZEP14,Naive,3
CLR07,0,2007,2,6.16,ZUC01,Summer yeld,6
CLR09,0,2009,1,3.74,ZUC01,True yeld,8
CLR13,0,2013,1,4.55,ZUC01,True yeld,12
CLR16,0,2016,2,5.64,ZUC01,True yeld,15
CBS11,1,2011,2,4.28,ZUC03,True yeld,8
CBS13,1,2013,1,4.43,ZUC03,True yeld,10
CBS17,0,2017,1,3.11,ZUC03,True yeld,14
